Trait,Database,Pathway_ID,Pathway_Name,GeneRatio,BgRatio,Gene_Count,P_value,FDR,Q_value,FDR_Significant_0.05,N_Traits_FDR_Significant,Traits_FDR_Significant,Entrez_Gene_IDs
Whole-body FFM,GO Molecular Function,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",3/337,122/18737,3,0.37637254242695,0.573337405033276,0.522428820554847,False,0,,CTBP2/HSD17B12/HSD17B6
Whole-body FFM,GO Molecular Function,GO:0008066,glutamate receptor activity,1/337,26/18737,1,0.376374555004837,0.573337405033276,0.522428820554847,False,0,,GRM4
Whole-body FFM,GO Molecular Function,GO:0008143,poly(A) binding,1/337,26/18737,1,0.376374555004837,0.573337405033276,0.522428820554847,False,0,,RBMS3
Whole-body FFM,GO Molecular Function,GO:0008198,ferrous iron binding,1/337,26/18737,1,0.376374555004837,0.573337405033276,0.522428820554847,False,0,,FTO
Whole-body FFM,GO Molecular Function,GO:0034593,phosphatidylinositol bisphosphate phosphatase activity,1/337,26/18737,1,0.376374555004837,0.573337405033276,0.522428820554847,False,0,,MTMR3
Whole-body FFM,GO Molecular Function,GO:0050750,low-density lipoprotein particle receptor binding,1/337,26/18737,1,0.376374555004837,0.573337405033276,0.522428820554847,False,0,,LRPAP1
Whole-body FFM,GO Molecular Function,GO:0070006,metalloaminopeptidase activity,1/337,26/18737,1,0.376374555004837,0.573337405033276,0.522428820554847,False,0,,MMP16
Whole-body FFM,GO Molecular Function,GO:0097602,cullin family protein binding,1/337,26/18737,1,0.376374555004837,0.573337405033276,0.522428820554847,False,0,,DCUN1D4
Whole-body FFM,GO Molecular Function,GO:0001671,ATPase activator activity,1/337,27/18737,1,0.387606545543204,0.582896799947324,0.531139404176849,False,0,,ATP1B2
Whole-body FFM,GO Molecular Function,GO:0005044,scavenger receptor activity,1/337,27/18737,1,0.387606545543204,0.582896799947324,0.531139404176849,False,0,,AGER
Whole-body FFM,GO Molecular Function,GO:0008320,protein transmembrane transporter activity,1/337,27/18737,1,0.387606545543204,0.582896799947324,0.531139404176849,False,0,,PEX2
Whole-body FFM,GO Molecular Function,GO:0019789,SUMO transferase activity,1/337,27/18737,1,0.387606545543204,0.582896799947324,0.531139404176849,False,0,,PML
Whole-body FFM,GO Molecular Function,GO:0023026,MHC class II protein complex binding,1/337,27/18737,1,0.387606545543204,0.582896799947324,0.531139404176849,False,0,,HLA-DQB1
Whole-body FFM,GO Molecular Function,GO:0030695,GTPase regulator activity,10/337,491/18737,10,0.389795218841814,0.583205060251874,0.531420292997143,False,0,,ARHGEF26/SLC38A9/TIAM2/PLCE1/SBF2/ARHGEF12/DOCK9/RIN3/RASGRF1/NF1
Whole-body FFM,GO Molecular Function,GO:0060589,nucleoside-triphosphatase regulator activity,10/337,491/18737,10,0.389795218841814,0.583205060251874,0.531420292997143,False,0,,ARHGEF26/SLC38A9/TIAM2/PLCE1/SBF2/ARHGEF12/DOCK9/RIN3/RASGRF1/NF1
Whole-body FFM,GO Molecular Function,GO:0004721,phosphoprotein phosphatase activity,4/337,178/18737,4,0.39840693025178,0.588940842107919,0.536646775211118,False,0,,PTPN13/PTPRJ/PGP/MTMR3
Whole-body FFM,GO Molecular Function,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,1/337,28/18737,1,0.398636828501618,0.588940842107919,0.536646775211118,False,0,,MTMR3
Whole-body FFM,GO Molecular Function,GO:0045499,chemorepellent activity,1/337,28/18737,1,0.398636828501618,0.588940842107919,0.536646775211118,False,0,,SEMA3F
Whole-body FFM,GO Molecular Function,GO:0046875,ephrin receptor binding,1/337,28/18737,1,0.398636828501618,0.588940842107919,0.536646775211118,False,0,,EFNA4
Whole-body FFM,GO Molecular Function,GO:0097718,disordered domain specific binding,1/337,28/18737,1,0.398636828501618,0.588940842107919,0.536646775211118,False,0,,TP53
Whole-body FFM,GO Molecular Function,GO:0000287,magnesium ion binding,5/337,231/18737,5,0.401795294353554,0.592119381152605,0.539543080928529,False,0,,DIS3L2/PRTFDC1/RPS6KA5/PGP/FOXK2
Whole-body FFM,GO Molecular Function,GO:0003724,RNA helicase activity,2/337,77/18737,2,0.404418630013482,0.592933210182211,0.540284647301728,False,0,,DDX6/DDX27
Whole-body FFM,GO Molecular Function,GO:0004860,protein kinase inhibitor activity,2/337,77/18737,2,0.404418630013482,0.592933210182211,0.540284647301728,False,0,,HEXIM2/RPTOR
Whole-body FFM,GO Molecular Function,GO:0046873,metal ion transmembrane transporter activity,9/337,444/18737,9,0.405372704920491,0.592933210182211,0.540284647301728,False,0,,KCNE4/OPRM1/KCNH2/SLC25A37/FAIM2/PKD1/SLC12A4/KCNJ2/KCNJ15
Whole-body FFM,GO Molecular Function,GO:0022839,monoatomic ion-gated channel activity,1/337,29/18737,1,0.409469015619848,0.593024091587365,0.540367459036823,False,0,,ANO1
Whole-body FFM,GO Molecular Function,GO:0043236,laminin binding,1/337,29/18737,1,0.409469015619848,0.593024091587365,0.540367459036823,False,0,,ADGRG6
Whole-body FFM,GO Molecular Function,GO:0043325,"phosphatidylinositol-3,4-bisphosphate binding",1/337,29/18737,1,0.409469015619848,0.593024091587365,0.540367459036823,False,0,,PLEKHA1
Whole-body FFM,GO Molecular Function,GO:0106222,lncRNA binding,1/337,29/18737,1,0.409469015619848,0.593024091587365,0.540367459036823,False,0,,DNMT3A
Whole-body FFM,GO Molecular Function,GO:1901981,phosphatidylinositol phosphate binding,4/337,181/18737,4,0.410564473723624,0.593149657369757,0.540481875404952,False,0,,SNX13/GSDMC/PARD3/KCNJ2
Whole-body FFM,GO Molecular Function,GO:0008186,"ATP-dependent activity, acting on RNA",2/337,79/18737,2,0.416957251328167,0.598117948290034,0.545009014822104,False,0,,DDX6/DDX27
Whole-body FFM,GO Molecular Function,GO:0005262,calcium channel activity,3/337,131/18737,3,0.419953889591707,0.598117948290034,0.545009014822104,False,0,,OPRM1/FAIM2/PKD1
Whole-body FFM,GO Molecular Function,GO:0001965,G-protein alpha-subunit binding,1/337,30/18737,1,0.420106654156095,0.598117948290034,0.545009014822104,False,0,,OPRM1
Whole-body FFM,GO Molecular Function,GO:0001968,fibronectin binding,1/337,30/18737,1,0.420106654156095,0.598117948290034,0.545009014822104,False,0,,HSD17B12
Whole-body FFM,GO Molecular Function,GO:0052866,phosphatidylinositol phosphate phosphatase activity,1/337,30/18737,1,0.420106654156095,0.598117948290034,0.545009014822104,False,0,,MTMR3
Whole-body FFM,GO Molecular Function,GO:0070566,adenylyltransferase activity,1/337,30/18737,1,0.420106654156095,0.598117948290034,0.545009014822104,False,0,,FHIT
Whole-body FFM,GO Molecular Function,GO:0140098,"catalytic activity, acting on RNA",8/337,397/18737,8,0.422569873809573,0.598331610952363,0.545203705647606,False,0,,DIS3L2/EXOSC9/MED20/POLR2L/DDX6/METTL3/FTO/DDX27
Whole-body FFM,GO Molecular Function,GO:0015276,ligand-gated monoatomic ion channel activity,4/337,184/18737,4,0.422671266193358,0.598331610952363,0.545203705647606,False,0,,KCNH2/ANO1/KCNJ2/KCNJ15
Whole-body FFM,GO Molecular Function,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",3/337,132/18737,3,0.424738431142603,0.598331610952363,0.545203705647606,False,0,,CTBP2/HSD17B12/HSD17B6
Whole-body FFM,GO Molecular Function,GO:0140034,methylation-dependent protein binding,2/337,81/18737,2,0.4293617391706,0.598331610952363,0.545203705647606,False,0,,SETD5/L3MBTL3
Whole-body FFM,GO Molecular Function,GO:0005184,neuropeptide hormone activity,1/337,31/18737,1,0.430553228034825,0.598331610952363,0.545203705647606,False,0,,GRP
Whole-body FFM,GO Molecular Function,GO:0070273,phosphatidylinositol-4-phosphate binding,1/337,31/18737,1,0.430553228034825,0.598331610952363,0.545203705647606,False,0,,GSDMC
Whole-body FFM,GO Molecular Function,GO:0098918,structural constituent of synapse,1/337,31/18737,1,0.430553228034825,0.598331610952363,0.545203705647606,False,0,,DNM3
Whole-body FFM,GO Molecular Function,GO:0022834,ligand-gated channel activity,4/337,186/18737,4,0.430709393006846,0.598331610952363,0.545203705647606,False,0,,KCNH2/ANO1/KCNJ2/KCNJ15
Whole-body FFM,GO Molecular Function,GO:0051087,protein-folding chaperone binding,3/337,134/18737,3,0.434266180116051,0.598331610952363,0.545203705647606,False,0,,BIN1/HSPA5/TP53
Whole-body FFM,GO Molecular Function,GO:0015101,organic cation transmembrane transporter activity,2/337,82/18737,2,0.435511664332845,0.598331610952363,0.545203705647606,False,0,,SLC38A9/SLC44A2
Whole-body FFM,GO Molecular Function,GO:0030165,PDZ domain binding,2/337,82/18737,2,0.435511664332845,0.598331610952363,0.545203705647606,False,0,,LNX1/PLEKHA1
Whole-body FFM,GO Molecular Function,GO:0019001,guanyl nucleotide binding,8/337,402/18737,8,0.436206893841474,0.598331610952363,0.545203705647606,False,0,,GNAT2/DNM3/RAB28/PRKG2/ARL15/GNA12/PRKG1/MPPED2
Whole-body FFM,GO Molecular Function,GO:0032561,guanyl ribonucleotide binding,8/337,402/18737,8,0.436206893841474,0.598331610952363,0.545203705647606,False,0,,GNAT2/DNM3/RAB28/PRKG2/ARL15/GNA12/PRKG1/MPPED2
Whole-body FFM,GO Molecular Function,GO:0022884,macromolecule transmembrane transporter activity,1/337,32/18737,1,0.440812158974216,0.598331610952363,0.545203705647606,False,0,,PEX2
Whole-body FFM,GO Molecular Function,GO:0030515,snoRNA binding,1/337,32/18737,1,0.440812158974216,0.598331610952363,0.545203705647606,False,0,,SNU13
Whole-body FFM,GO Molecular Function,GO:0031369,translation initiation factor binding,1/337,32/18737,1,0.440812158974216,0.598331610952363,0.545203705647606,False,0,,EIF4G1
Whole-body FFM,GO Molecular Function,GO:0043425,bHLH transcription factor binding,1/337,32/18737,1,0.440812158974216,0.598331610952363,0.545203705647606,False,0,,SMAD3
Whole-body FFM,GO Molecular Function,GO:0070717,poly-purine tract binding,1/337,32/18737,1,0.440812158974216,0.598331610952363,0.545203705647606,False,0,,RBMS3
Whole-body FFM,GO Molecular Function,GO:0140311,protein sequestering activity,1/337,32/18737,1,0.440812158974216,0.598331610952363,0.545203705647606,False,0,,SMAD6
Whole-body FFM,GO Molecular Function,GO:0160041,neuropeptide activity,1/337,32/18737,1,0.440812158974216,0.598331610952363,0.545203705647606,False,0,,GRP
Whole-body FFM,GO Molecular Function,GO:0008135,"translation factor activity, RNA binding",2/337,83/18737,2,0.441625712845792,0.598331610952363,0.545203705647606,False,0,,EIF5A2/EIF4G1
Whole-body FFM,GO Molecular Function,GO:0004527,exonuclease activity,2/337,84/18737,2,0.447703184061551,0.603402263292767,0.549824117465125,False,0,,DIS3L2/EXOSC9
Whole-body FFM,GO Molecular Function,GO:0016922,nuclear receptor binding,3/337,137/18737,3,0.448446920168264,0.603402263292767,0.549824117465125,False,0,,ESR1/NCOR2/SMAD3
Whole-body FFM,GO Molecular Function,GO:0044325,transmembrane transporter binding,3/337,137/18737,3,0.448446920168264,0.603402263292767,0.549824117465125,False,0,,YWHAQ/KCNE4/PKD1
Whole-body FFM,GO Molecular Function,GO:0019239,deaminase activity,1/337,33/18737,1,0.450886807593606,0.605300097865389,0.551553436830439,False,0,,GNPDA2
Whole-body FFM,GO Molecular Function,GO:0008376,acetylgalactosaminyltransferase activity,1/337,34/18737,1,0.460780474501271,0.617172936234048,0.562372045369013,False,0,,B4GALNT3
Whole-body FFM,GO Molecular Function,GO:0003727,single-stranded RNA binding,2/337,87/18737,2,0.465709670394621,0.622357468618266,0.567096225432684,False,0,,DIS3L2/RBMS3
Whole-body FFM,GO Molecular Function,GO:0005154,epidermal growth factor receptor binding,1/337,35/18737,1,0.470496401362901,0.627328535150535,0.571625894005768,False,0,,EFEMP1
Whole-body FFM,GO Molecular Function,GO:0043178,alcohol binding,2/337,91/18737,2,0.489169888212522,0.647288513540634,0.589813557809135,False,0,,SLC38A9/PTCH1
Whole-body FFM,GO Molecular Function,GO:0023023,MHC protein complex binding,1/337,37/18737,1,0.489407713176312,0.647288513540634,0.589813557809135,False,0,,HLA-DQB1
Whole-body FFM,GO Molecular Function,GO:0140597,protein carrier chaperone,1/337,37/18737,1,0.489407713176312,0.647288513540634,0.589813557809135,False,0,,IPO9
Whole-body FFM,GO Molecular Function,GO:0016829,lyase activity,4/337,201/18737,4,0.48986970837684,0.647288513540634,0.589813557809135,False,0,,DDC/ADCY4/ADCY9/PDXDC1
Whole-body FFM,GO Molecular Function,GO:0015085,calcium ion transmembrane transporter activity,3/337,148/18737,3,0.49911994409484,0.658032572035349,0.599603614690284,False,0,,OPRM1/FAIM2/PKD1
Whole-body FFM,GO Molecular Function,GO:0019787,ubiquitin-like protein transferase activity,9/337,482/18737,9,0.502017809604783,0.660372420688171,0.60173570019742,False,0,,DTL/LNX1/UBE3D/ANKIB1/PEX2/NT5C2/CDK8/NEDD4/PML
Whole-body FFM,GO Molecular Function,GO:0005516,calmodulin binding,4/337,206/18737,4,0.509039707072473,0.667575898578454,0.608299556706826,False,0,,SPATA17/PDE1A/PCYT1A/ESR1
Whole-body FFM,GO Molecular Function,GO:0003730,mRNA 3'-UTR binding,5/337,262/18737,5,0.509764589220622,0.667575898578454,0.608299556706826,False,0,,RBMS3/IGF2BP2/EXOSC9/IGF2BP3/TP53
Whole-body FFM,GO Molecular Function,GO:0061659,ubiquitin-like protein ligase activity,7/337,374/18737,7,0.510954538376941,0.667647263479203,0.608364584874534,False,0,,UBE3D/ANKIB1/PEX2/NT5C2/CDK8/NEDD4/PML
Whole-body FFM,GO Molecular Function,GO:0004177,aminopeptidase activity,1/337,40/18737,1,0.516519397983428,0.668972259943295,0.609571930381556,False,0,,MMP16
Whole-body FFM,GO Molecular Function,GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding",1/337,40/18737,1,0.516519397983428,0.668972259943295,0.609571930381556,False,0,,PARD3
Whole-body FFM,GO Molecular Function,GO:0030331,nuclear estrogen receptor binding,1/337,40/18737,1,0.516519397983428,0.668972259943295,0.609571930381556,False,0,,ESR1
Whole-body FFM,GO Molecular Function,GO:0140662,ATP-dependent protein folding chaperone,1/337,40/18737,1,0.516519397983428,0.668972259943295,0.609571930381556,False,0,,HSPA5
Whole-body FFM,GO Molecular Function,GO:0004896,cytokine receptor activity,2/337,97/18737,2,0.523125119012754,0.670591742122314,0.611047613212062,False,0,,IL17RC/GHR
Whole-body FFM,GO Molecular Function,GO:0015175,neutral L-amino acid transmembrane transporter activity,1/337,41/18737,1,0.525233788681379,0.670591742122314,0.611047613212062,False,0,,SLC38A9
Whole-body FFM,GO Molecular Function,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",1/337,41/18737,1,0.525233788681379,0.670591742122314,0.611047613212062,False,0,,BCKDHB
Whole-body FFM,GO Molecular Function,GO:0016877,"ligase activity, forming carbon-sulfur bonds",1/337,41/18737,1,0.525233788681379,0.670591742122314,0.611047613212062,False,0,,SAE1
Whole-body FFM,GO Molecular Function,GO:0017080,sodium channel regulator activity,1/337,41/18737,1,0.525233788681379,0.670591742122314,0.611047613212062,False,0,,NEDD4
Whole-body FFM,GO Molecular Function,GO:0140318,protein transporter activity,1/337,41/18737,1,0.525233788681379,0.670591742122314,0.611047613212062,False,0,,PEX2
Whole-body FFM,GO Molecular Function,GO:0140375,immune receptor activity,3/337,154/18737,3,0.525753049521066,0.670591742122314,0.611047613212062,False,0,,IL17RC/GHR/HLA-DQB1
Whole-body FFM,GO Molecular Function,GO:0140104,molecular carrier activity,2/337,98/18737,2,0.528635592135446,0.672808935445113,0.613067934374441,False,0,,IPO9/XPO4
Whole-body FFM,GO Molecular Function,GO:0008307,structural constituent of muscle,1/337,42/18737,1,0.533791566452794,0.676442760935868,0.616379100100889,False,0,,PLEC
Whole-body FFM,GO Molecular Function,GO:0051879,Hsp90 protein binding,1/337,42/18737,1,0.533791566452794,0.676442760935868,0.616379100100889,False,0,,EIF2AK3
Whole-body FFM,GO Molecular Function,GO:0005245,voltage-gated calcium channel activity,1/337,43/18737,1,0.542195537680684,0.682678749799234,0.622061374235249,False,0,,OPRM1
Whole-body FFM,GO Molecular Function,GO:0030276,clathrin binding,1/337,43/18737,1,0.542195537680684,0.682678749799234,0.622061374235249,False,0,,BIN1
Whole-body FFM,GO Molecular Function,GO:0046915,transition metal ion transmembrane transporter activity,1/337,43/18737,1,0.542195537680684,0.682678749799234,0.622061374235249,False,0,,SLC25A37
Whole-body FFM,GO Molecular Function,GO:0016755,aminoacyltransferase activity,9/337,499/18737,9,0.543933044331544,0.683403055698606,0.622721366542411,False,0,,DTL/LNX1/UBE3D/ANKIB1/PEX2/NT5C2/CDK8/NEDD4/PML
Whole-body FFM,GO Molecular Function,GO:0016791,phosphatase activity,5/337,273/18737,5,0.546253558304966,0.684758792820082,0.623956723138958,False,0,,PTPN13/NT5C2/PTPRJ/PGP/MTMR3
Whole-body FFM,GO Molecular Function,GO:0099106,ion channel regulator activity,3/337,159/18737,3,0.547341211948025,0.684758792820082,0.623956723138958,False,0,,KCNE4/PRKG1/NEDD4
Whole-body FFM,GO Molecular Function,GO:0016790,thiolester hydrolase activity,1/337,44/18737,1,0.550448458607271,0.685728164536176,0.624840021032785,False,0,,ABHD17C
Whole-body FFM,GO Molecular Function,GO:0019205,nucleobase-containing compound kinase activity,1/337,44/18737,1,0.550448458607271,0.685728164536176,0.624840021032785,False,0,,NT5C2
Whole-body FFM,GO Molecular Function,GO:0008238,exopeptidase activity,2/337,103/18737,2,0.555534891746775,0.690601514475906,0.629280649603001,False,0,,CPVL/MMP16
Whole-body FFM,GO Molecular Function,GO:0051539,"4 iron, 4 sulfur cluster binding",1/337,45/18737,1,0.558553036227201,0.692888576585641,0.631364635664324,False,0,,CIAO3
Whole-body FFM,GO Molecular Function,GO:0004620,phospholipase activity,2/337,104/18737,2,0.560782825857022,0.69419010863985,0.63255060024648,False,0,,PLCL1/PLCE1
Whole-body FFM,GO Molecular Function,GO:0099095,ligand-gated monoatomic anion channel activity,1/337,46/18737,1,0.566511929164898,0.696298383792498,0.634471674454675,False,0,,ANO1
Whole-body FFM,GO Molecular Function,GO:0140463,chromatin-protein adaptor activity,1/337,46/18737,1,0.566511929164898,0.696298383792498,0.634471674454675,False,0,,PARTICL
Whole-body FFM,GO Molecular Function,GO:0004842,ubiquitin-protein transferase activity,8/337,452/18737,8,0.568267042617274,0.696298383792498,0.634471674454675,False,0,,DTL/LNX1/UBE3D/ANKIB1/PEX2/NT5C2/CDK8/NEDD4
Whole-body FFM,GO Molecular Function,GO:0008017,microtubule binding,5/337,280/18737,5,0.568792390331932,0.696298383792498,0.634471674454675,False,0,,MACF1/DNM3/KIF1A/CLASP2/APC
Whole-body FFM,GO Molecular Function,GO:0035091,phosphatidylinositol binding,5/337,280/18737,5,0.568792390331932,0.696298383792498,0.634471674454675,False,0,,SNX13/GSDMC/PARD3/SBF2/KCNJ2
Whole-body FFM,GO Molecular Function,GO:0001784,phosphotyrosine residue binding,1/337,47/18737,1,0.574327748536329,0.696298383792498,0.634471674454675,False,0,,PIK3R1
Whole-body FFM,GO Molecular Function,GO:0004180,carboxypeptidase activity,1/337,47/18737,1,0.574327748536329,0.696298383792498,0.634471674454675,False,0,,CPVL
Whole-body FFM,GO Molecular Function,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",1/337,47/18737,1,0.574327748536329,0.696298383792498,0.634471674454675,False,0,,BCKDHB
Whole-body FFM,GO Molecular Function,GO:0042605,peptide antigen binding,1/337,47/18737,1,0.574327748536329,0.696298383792498,0.634471674454675,False,0,,HLA-DQB1
Whole-body FFM,GO Molecular Function,GO:0140693,molecular condensate scaffold activity,1/337,47/18737,1,0.574327748536329,0.696298383792498,0.634471674454675,False,0,,TP53
Whole-body FFM,GO Molecular Function,GO:0016874,ligase activity,3/337,167/18737,3,0.58065813768685,0.702524660411251,0.64014509872776,False,0,,CPS1/TTLL5/SAE1
Whole-body FFM,GO Molecular Function,GO:0016763,pentosyltransferase activity,1/337,49/18737,1,0.589540378565701,0.708895179134217,0.645949957356456,False,0,,PARP12
Whole-body FFM,GO Molecular Function,GO:0032813,tumor necrosis factor receptor superfamily binding,1/337,49/18737,1,0.589540378565701,0.708895179134217,0.645949957356456,False,0,,BDNF
Whole-body FFM,GO Molecular Function,GO:0060590,ATPase regulator activity,1/337,49/18737,1,0.589540378565701,0.708895179134217,0.645949957356456,False,0,,ATP1B2
Whole-body FFM,GO Molecular Function,GO:0015291,secondary active transmembrane transporter activity,5/337,288/18737,5,0.593831707100195,0.712598048520234,0.649324036335122,False,0,,SLC35E2A/SLC35A1/SLC25A16/SLC12A4/SLC44A2
Whole-body FFM,GO Molecular Function,GO:0003743,translation initiation factor activity,1/337,51/18737,1,0.604210896865569,0.72210570601007,0.657987476475341,False,0,,EIF4G1
Whole-body FFM,GO Molecular Function,GO:0005246,calcium channel regulator activity,1/337,51/18737,1,0.604210896865569,0.72210570601007,0.657987476475341,False,0,,PRKG1
Whole-body FFM,GO Molecular Function,GO:0005200,structural constituent of cytoskeleton,2/337,113/18737,2,0.606010681257285,0.722787587381913,0.65860881127353,False,0,,PLEC/PPL
Whole-body FFM,GO Molecular Function,GO:0005080,protein kinase C binding,1/337,52/18737,1,0.611348910766687,0.72620840309255,0.661725881085048,False,0,,ADCY4
Whole-body FFM,GO Molecular Function,GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,1/337,52/18737,1,0.611348910766687,0.72620840309255,0.661725881085048,False,0,,HSD17B6
Whole-body FFM,GO Molecular Function,GO:0061630,ubiquitin protein ligase activity,6/337,355/18737,6,0.617862307312794,0.727189674184783,0.662620021768806,False,0,,UBE3D/ANKIB1/PEX2/NT5C2/CDK8/NEDD4
Whole-body FFM,GO Molecular Function,GO:0003925,G protein activity,1/337,53/18737,1,0.618358566483659,0.727189674184783,0.662620021768806,False,0,,GNA12
Whole-body FFM,GO Molecular Function,GO:0005544,calcium-dependent phospholipid binding,1/337,53/18737,1,0.618358566483659,0.727189674184783,0.662620021768806,False,0,,CPNE4
Whole-body FFM,GO Molecular Function,GO:0008146,sulfotransferase activity,1/337,53/18737,1,0.618358566483659,0.727189674184783,0.662620021768806,False,0,,HS6ST3
Whole-body FFM,GO Molecular Function,GO:1901505,carbohydrate derivative transmembrane transporter activity,1/337,53/18737,1,0.618358566483659,0.727189674184783,0.662620021768806,False,0,,SLC35A1
Whole-body FFM,GO Molecular Function,GO:0051287,NAD binding,1/337,54/18737,1,0.625242165450423,0.73235536510926,0.667327033370235,False,0,,CTBP2
Whole-body FFM,GO Molecular Function,GO:0140313,molecular sequestering activity,1/337,54/18737,1,0.625242165450423,0.73235536510926,0.667327033370235,False,0,,SMAD6
Whole-body FFM,GO Molecular Function,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",3/337,180/18737,3,0.631388734824002,0.738084644287302,0.672547590301176,False,0,,KDM3B/KDM2A/FTO
Whole-body FFM,GO Molecular Function,GO:0001786,phosphatidylserine binding,1/337,56/18737,1,0.638640193886295,0.743661523427266,0.677629279313424,False,0,,GSDMC
Whole-body FFM,GO Molecular Function,GO:0015108,chloride transmembrane transporter activity,2/337,120/18737,2,0.638688893419676,0.743661523427266,0.677629279313424,False,0,,ANO1/SLC12A4
Whole-body FFM,GO Molecular Function,GO:0004540,RNA nuclease activity,2/337,121/18737,2,0.643179743887087,0.746758869636621,0.68045160158439,False,0,,DIS3L2/EXOSC9
Whole-body FFM,GO Molecular Function,GO:0030374,nuclear receptor coactivator activity,1/337,57/18737,1,0.645159023427557,0.746758869636621,0.68045160158439,False,0,,SS18
Whole-body FFM,GO Molecular Function,GO:1901618,organic hydroxy compound transmembrane transporter activity,1/337,57/18737,1,0.645159023427557,0.746758869636621,0.68045160158439,False,0,,SLC44A2
Whole-body FFM,GO Molecular Function,GO:0015459,potassium channel regulator activity,1/337,59/18737,1,0.657847019898196,0.759949013163338,0.692470547261259,False,0,,KCNE4
Whole-body FFM,GO Molecular Function,GO:0140030,modification-dependent protein binding,3/337,188/18737,3,0.660428352692906,0.761435041928292,0.693824626461691,False,0,,SETD5/L3MBTL3/SOCS2
Whole-body FFM,GO Molecular Function,GO:0015026,coreceptor activity,1/337,61/18737,1,0.670082631682816,0.769548022323234,0.701217227645052,False,0,,IL17RC
Whole-body FFM,GO Molecular Function,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",1/337,61/18737,1,0.670082631682816,0.769548022323234,0.701217227645052,False,0,,FNTB
Whole-body FFM,GO Molecular Function,GO:0016298,lipase activity,2/337,129/18737,2,0.677532112184497,0.776586514550652,0.707630748131547,False,0,,PLCL1/PLCE1
Whole-body FFM,GO Molecular Function,GO:0005507,copper ion binding,1/337,63/18737,1,0.681881942055429,0.780051715814381,0.71078826235145,False,0,,TP53
Whole-body FFM,GO Molecular Function,GO:1901682,sulfur compound transmembrane transporter activity,1/337,64/18737,1,0.687622853779072,0.785091724314746,0.715380751300046,False,0,,SLC25A16
Whole-body FFM,GO Molecular Function,GO:0030295,protein kinase activator activity,2/337,134/18737,2,0.697606252386543,0.794762894356242,0.724193185154542,False,0,,CCND2/RPTOR
Whole-body FFM,GO Molecular Function,GO:0015179,L-amino acid transmembrane transporter activity,1/337,66/18737,1,0.698796626500301,0.794762894356242,0.724193185154542,False,0,,SLC38A9
Whole-body FFM,GO Molecular Function,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",2/337,135/18737,2,0.701494942374888,0.796291556209333,0.725586111905747,False,0,,FHIT/GNPDA2
Whole-body FFM,GO Molecular Function,GO:0008173,RNA methyltransferase activity,1/337,67/18737,1,0.704233161065638,0.796325189820375,0.725616759073704,False,0,,METTL3
Whole-body FFM,GO Molecular Function,GO:0008235,metalloexopeptidase activity,1/337,67/18737,1,0.704233161065638,0.796325189820375,0.725616759073704,False,0,,MMP16
Whole-body FFM,GO Molecular Function,GO:0003777,microtubule motor activity,1/337,68/18737,1,0.709571855480253,0.799086690273166,0.728133056478771,False,0,,KIF1A
Whole-body FFM,GO Molecular Function,GO:0030145,manganese ion binding,1/337,68/18737,1,0.709571855480253,0.799086690273166,0.728133056478771,False,0,,MPPED2
Whole-body FFM,GO Molecular Function,GO:0015631,tubulin binding,6/337,392/18737,6,0.710752277232765,0.799086690273166,0.728133056478771,False,0,,MACF1/DNM3/KIF1A/CLASP2/APC/TTLL5
Whole-body FFM,GO Molecular Function,GO:0043539,protein serine/threonine kinase activator activity,1/337,69/18737,1,0.714814465405968,0.802120048967002,0.730897072904053,False,0,,CCND2
Whole-body FFM,GO Molecular Function,GO:0003924,GTPase activity,5/337,333/18737,5,0.718318820771731,0.803641075739701,0.732283042519706,False,0,,GNAT2/DNM3/RAB28/ARL15/GNA12
Whole-body FFM,GO Molecular Function,GO:0097110,scaffold protein binding,1/337,70/18737,1,0.719962715093036,0.803641075739701,0.732283042519706,False,0,,KCNH2
Whole-body FFM,GO Molecular Function,GO:0022804,active transmembrane transporter activity,7/337,458/18737,7,0.720270147814324,0.803641075739701,0.732283042519706,False,0,,SLC35E2A/COX7A2L/CYBRD1/SLC35A1/SLC25A16/SLC12A4/SLC44A2
Whole-body FFM,GO Molecular Function,GO:0005096,GTPase activator activity,4/337,272/18737,4,0.724037641686355,0.805880452153148,0.734323577060423,False,0,,TIAM2/ARHGEF12/RIN3/NF1
Whole-body FFM,GO Molecular Function,GO:0016782,"transferase activity, transferring sulphur-containing groups",1/337,71/18737,1,0.725018297940502,0.805880452153148,0.734323577060423,False,0,,HS6ST3
