Trait,Database,Pathway_ID,Pathway_Name,GeneRatio,BgRatio,Gene_Count,P_value,FDR,Q_value,FDR_Significant_0.05,N_Traits_FDR_Significant,Traits_FDR_Significant,Entrez_Gene_IDs
Leg FFM,GO Molecular Function,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",3/296,135/18737,3,0.359579330097525,0.561387114185464,0.497469784321169,False,0,,FHIT/GNPDA2/NTAN1
Leg FFM,GO Molecular Function,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,1/296,28/18737,1,0.359936976271973,0.561387114185464,0.497469784321169,False,0,,MTMR3
Leg FFM,GO Molecular Function,GO:0045499,chemorepellent activity,1/296,28/18737,1,0.359936976271973,0.561387114185464,0.497469784321169,False,0,,SEMA3F
Leg FFM,GO Molecular Function,GO:0051393,alpha-actinin binding,1/296,28/18737,1,0.359936976271973,0.561387114185464,0.497469784321169,False,0,,PRICKLE4
Leg FFM,GO Molecular Function,GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding",1/296,28/18737,1,0.359936976271973,0.561387114185464,0.497469784321169,False,0,,HIP1R
Leg FFM,GO Molecular Function,GO:0097718,disordered domain specific binding,1/296,28/18737,1,0.359936976271973,0.561387114185464,0.497469784321169,False,0,,TP53
Leg FFM,GO Molecular Function,GO:0002020,protease binding,3/296,136/18737,3,0.363885250101833,0.56571629389308,0.501306060646392,False,0,,BANK1/CRADD/TP53
Leg FFM,GO Molecular Function,GO:0000049,tRNA binding,2/296,81/18737,2,0.366929409342536,0.56571629389308,0.501306060646392,False,0,,NSUN3/ELP1
Leg FFM,GO Molecular Function,GO:0140034,methylation-dependent protein binding,2/296,81/18737,2,0.366929409342536,0.56571629389308,0.501306060646392,False,0,,SETD5/L3MBTL3
Leg FFM,GO Molecular Function,GO:0016769,"transferase activity, transferring nitrogenous groups",1/296,29/18737,1,0.370063581383069,0.56571629389308,0.501306060646392,False,0,,AADAT
Leg FFM,GO Molecular Function,GO:0022839,monoatomic ion-gated channel activity,1/296,29/18737,1,0.370063581383069,0.56571629389308,0.501306060646392,False,0,,ANO1
Leg FFM,GO Molecular Function,GO:0035250,UDP-galactosyltransferase activity,1/296,29/18737,1,0.370063581383069,0.56571629389308,0.501306060646392,False,0,,B3GNT8
Leg FFM,GO Molecular Function,GO:0043236,laminin binding,1/296,29/18737,1,0.370063581383069,0.56571629389308,0.501306060646392,False,0,,ADGRG6
Leg FFM,GO Molecular Function,GO:0015101,organic cation transmembrane transporter activity,2/296,82/18737,2,0.372598485235091,0.56571629389308,0.501306060646392,False,0,,SLC22A4/SLC7A6
Leg FFM,GO Molecular Function,GO:0030695,GTPase regulator activity,9/296,491/18737,9,0.372757002310973,0.56571629389308,0.501306060646392,False,0,,AGAP1/IQSEC1/GAPVD1/ARHGEF12/RIC8B/RIN3/RASGRF1/CYTH1/GMIP
Leg FFM,GO Molecular Function,GO:0060589,nucleoside-triphosphatase regulator activity,9/296,491/18737,9,0.372757002310973,0.56571629389308,0.501306060646392,False,0,,AGAP1/IQSEC1/GAPVD1/ARHGEF12/RIC8B/RIN3/RASGRF1/CYTH1/GMIP
Leg FFM,GO Molecular Function,GO:0005543,phospholipid binding,9/296,494/18737,9,0.379490097082699,0.56571629389308,0.501306060646392,False,0,,CPS1/AGAP1/CPNE4/PCYT1A/GSDMC/PARD3/PLEKHA1/KCNQ1/HIP1R
Leg FFM,GO Molecular Function,GO:0001968,fibronectin binding,1/296,30/18737,1,0.380030503550623,0.56571629389308,0.501306060646392,False,0,,HSD17B12
Leg FFM,GO Molecular Function,GO:0004181,metallocarboxypeptidase activity,1/296,30/18737,1,0.380030503550623,0.56571629389308,0.501306060646392,False,0,,AGBL4
Leg FFM,GO Molecular Function,GO:0005217,intracellularly ligand-gated monoatomic ion channel activity,1/296,30/18737,1,0.380030503550623,0.56571629389308,0.501306060646392,False,0,,RYR2
Leg FFM,GO Molecular Function,GO:0031210,phosphatidylcholine binding,1/296,30/18737,1,0.380030503550623,0.56571629389308,0.501306060646392,False,0,,PCYT1A
Leg FFM,GO Molecular Function,GO:0033764,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",1/296,30/18737,1,0.380030503550623,0.56571629389308,0.501306060646392,False,0,,HSD17B12
Leg FFM,GO Molecular Function,GO:0070566,adenylyltransferase activity,1/296,30/18737,1,0.380030503550623,0.56571629389308,0.501306060646392,False,0,,FHIT
Leg FFM,GO Molecular Function,GO:0099604,ligand-gated calcium channel activity,1/296,30/18737,1,0.380030503550623,0.56571629389308,0.501306060646392,False,0,,RYR2
Leg FFM,GO Molecular Function,GO:0051020,GTPase binding,6/296,316/18737,6,0.382589121812596,0.567391258383169,0.502790320264355,False,0,,IPO9/GAPVD1/CCDC186/KNTC1/RIN3/RPTOR
Leg FFM,GO Molecular Function,GO:0004527,exonuclease activity,2/296,84/18737,2,0.383874494370751,0.567391258383169,0.502790320264355,False,0,,DIS3L2/EXOSC9
Leg FFM,GO Molecular Function,GO:0043177,organic acid binding,4/296,199/18737,4,0.385336974238085,0.567391258383169,0.502790320264355,False,0,,RYR2/ACOXL/CPS1/SLC7A6
Leg FFM,GO Molecular Function,GO:0005184,neuropeptide hormone activity,1/296,31/18737,1,0.389840252358504,0.567391258383169,0.502790320264355,False,0,,GRP
Leg FFM,GO Molecular Function,GO:0031624,ubiquitin conjugating enzyme binding,1/296,31/18737,1,0.389840252358504,0.567391258383169,0.502790320264355,False,0,,DCUN1D4
Leg FFM,GO Molecular Function,GO:0070273,phosphatidylinositol-4-phosphate binding,1/296,31/18737,1,0.389840252358504,0.567391258383169,0.502790320264355,False,0,,GSDMC
Leg FFM,GO Molecular Function,GO:0070325,lipoprotein particle receptor binding,1/296,31/18737,1,0.389840252358504,0.567391258383169,0.502790320264355,False,0,,RELN
Leg FFM,GO Molecular Function,GO:0072349,modified amino acid transmembrane transporter activity,1/296,31/18737,1,0.389840252358504,0.567391258383169,0.502790320264355,False,0,,SLC22A4
Leg FFM,GO Molecular Function,GO:0098918,structural constituent of synapse,1/296,31/18737,1,0.389840252358504,0.567391258383169,0.502790320264355,False,0,,DNM3
Leg FFM,GO Molecular Function,GO:0050660,flavin adenine dinucleotide binding,2/296,86/18737,2,0.395062671624587,0.570153483670287,0.505238049439298,False,0,,ACOXL/NOX4
Leg FFM,GO Molecular Function,GO:0008378,galactosyltransferase activity,1/296,32/18737,1,0.399495298081902,0.570153483670287,0.505238049439298,False,0,,B3GNT8
Leg FFM,GO Molecular Function,GO:0022884,macromolecule transmembrane transporter activity,1/296,32/18737,1,0.399495298081902,0.570153483670287,0.505238049439298,False,0,,PEX2
Leg FFM,GO Molecular Function,GO:0030515,snoRNA binding,1/296,32/18737,1,0.399495298081902,0.570153483670287,0.505238049439298,False,0,,SNU13
Leg FFM,GO Molecular Function,GO:0043425,bHLH transcription factor binding,1/296,32/18737,1,0.399495298081902,0.570153483670287,0.505238049439298,False,0,,SMAD3
Leg FFM,GO Molecular Function,GO:0070717,poly-purine tract binding,1/296,32/18737,1,0.399495298081902,0.570153483670287,0.505238049439298,False,0,,RBMS3
Leg FFM,GO Molecular Function,GO:0140142,nucleocytoplasmic carrier activity,1/296,32/18737,1,0.399495298081902,0.570153483670287,0.505238049439298,False,0,,IPO9
Leg FFM,GO Molecular Function,GO:0160041,neuropeptide activity,1/296,32/18737,1,0.399495298081902,0.570153483670287,0.505238049439298,False,0,,GRP
Leg FFM,GO Molecular Function,GO:0016779,nucleotidyltransferase activity,3/296,146/18737,3,0.406618783867741,0.578914878726953,0.513001906498105,False,0,,FHIT/PCYT1A/PARP12
Leg FFM,GO Molecular Function,GO:0016229,steroid dehydrogenase activity,1/296,33/18737,1,0.408998072300975,0.579496063886682,0.513516920200336,False,0,,HSD17B12
Leg FFM,GO Molecular Function,GO:0019239,deaminase activity,1/296,33/18737,1,0.408998072300975,0.579496063886682,0.513516920200336,False,0,,GNPDA2
Leg FFM,GO Molecular Function,GO:0008175,tRNA methyltransferase activity,1/296,34/18737,1,0.418350968504937,0.587089187305257,0.52024552043699,False,0,,NSUN3
Leg FFM,GO Molecular Function,GO:0015035,protein-disulfide reductase activity,1/296,34/18737,1,0.418350968504937,0.587089187305257,0.52024552043699,False,0,,QSOX2
Leg FFM,GO Molecular Function,GO:0051427,hormone receptor binding,1/296,34/18737,1,0.418350968504937,0.587089187305257,0.52024552043699,False,0,,SOCS2
Leg FFM,GO Molecular Function,GO:0055106,ubiquitin-protein transferase regulator activity,1/296,34/18737,1,0.418350968504937,0.587089187305257,0.52024552043699,False,0,,TRIB1
Leg FFM,GO Molecular Function,GO:0005096,GTPase activator activity,5/296,272/18737,5,0.429826845674576,0.601757583944407,0.533243831100038,False,0,,AGAP1/GAPVD1/ARHGEF12/RIN3/GMIP
Leg FFM,GO Molecular Function,GO:0005484,SNAP receptor activity,1/296,37/18737,1,0.445533764978109,0.616409067781478,0.546227154586165,False,0,,TSNARE1
